No,thread_url,post_code
617,https://www.threads.net/@asa_to_ame/post/DTpdyF5E5vM,DTpdyF5E5vM
618,https://www.threads.net/@asa_to_ame/post/DTpW6n6kziC,DTpW6n6kziC
619,https://www.threads.net/@asa_to_ame/post/DTpW7TLE18w,DTpW7TLE18w
620,https://www.threads.net/@asa_to_ame/post/DTpQBJjE7sC,DTpQBJjE7sC
621,https://www.threads.net/@asa_to_ame/post/DTpQB2IkxQp,DTpQB2IkxQp
622,https://www.threads.net/@asa_to_ame/post/DToLWoUE-hk,DToLWoUE-hk
623,https://www.threads.net/@asa_to_ame/post/DToLXV_E1wv,DToLXV_E1wv
624,https://www.threads.net/@asa_to_ame/post/DTm5AQ9k05c,DTm5AQ9k05c
625,https://www.threads.net/@asa_to_ame/post/DTm5BFYE91i,DTm5BFYE91i
626,https://www.threads.net/@asa_to_ame/post/DTmyFv5E6F3,DTmyFv5E6F3
627,https://www.threads.net/@asa_to_ame/post/DTmyGeLE5Vf,DTmyGeLE5Vf
628,https://www.threads.net/@asa_to_ame/post/DTmtvbyE0wb,DTmtvbyE0wb
629,https://www.threads.net/@asa_to_ame/post/DTmtbUgE4gb,DTmtbUgE4gb
630,https://www.threads.net/@asa_to_ame/post/DTmrOS4k3Wj,DTmrOS4k3Wj
631,https://www.threads.net/@asa_to_ame/post/DTmrQaok1wJ,DTmrQaok1wJ
632,https://www.threads.net/@asa_to_ame/post/DTlmjxME5MB,DTlmjxME5MB
633,https://www.threads.net/@asa_to_ame/post/DTkcxkdk-EQ,DTkcxkdk-EQ
634,https://www.threads.net/@asa_to_ame/post/DTkUKUXjyQO,DTkUKUXjyQO
635,https://www.threads.net/@asa_to_ame/post/DTkULAWD6XH,DTkULAWD6XH
636,https://www.threads.net/@asa_to_ame/post/DTkNS3XgcHA,DTkNS3XgcHA
637,https://www.threads.net/@asa_to_ame/post/DTkNT0hAea-,DTkNT0hAea-
638,https://www.threads.net/@asa_to_ame/post/DTkGbcLASwP,DTkGbcLASwP
639,https://www.threads.net/@asa_to_ame/post/DTkGdrMj_9J,DTkGdrMj_9J
640,https://www.threads.net/@asa_to_ame/post/DTj6Lvvj8Ux,DTj6Lvvj8Ux
641,https://www.threads.net/@asa_to_ame/post/DTj5xfcE1j8,DTj5xfcE1j8
642,https://www.threads.net/@asa_to_ame/post/DTj4ddWk2Va,DTj4ddWk2Va
643,https://www.threads.net/@asa_to_ame/post/DTjcPs3k9hM,DTjcPs3k9hM
644,https://www.threads.net/@asa_to_ame/post/DTjcPsfk9dK,DTjcPsfk9dK
645,https://www.threads.net/@asa_to_ame/post/DTjBzBdkz6f,DTjBzBdkz6f
646,https://www.threads.net/@asa_to_ame/post/DTjByGOE_Kc,DTjByGOE_Kc
647,https://www.threads.net/@asa_to_ame/post/DTh3fFikxwt,DTh3fFikxwt
648,https://www.threads.net/@asa_to_ame/post/DTh2O62AVPA,DTh2O62AVPA
649,https://www.threads.net/@asa_to_ame/post/DTh2Q_xgXzT,DTh2Q_xgXzT
650,https://www.threads.net/@asa_to_ame/post/DThz1kzkx-o,DThz1kzkx-o
651,https://www.threads.net/@asa_to_ame/post/DThy4wVAC4P,DThy4wVAC4P
652,https://www.threads.net/@asa_to_ame/post/DThy5hQAIoD,DThy5hQAIoD
653,https://www.threads.net/@asa_to_ame/post/DThvXcbAZur,DThvXcbAZur
654,https://www.threads.net/@asa_to_ame/post/DThvYQkATSp,DThvYQkATSp
655,https://www.threads.net/@asa_to_ame/post/DThtcfwk-kP,DThtcfwk-kP
656,https://www.threads.net/@asa_to_ame/post/DThtf4UE4pG,DThtf4UE4pG
657,https://www.threads.net/@asa_to_ame/post/DThrsM8EyKF,DThrsM8EyKF
658,https://www.threads.net/@asa_to_ame/post/DThogBij04W,DThogBij04W
659,https://www.threads.net/@asa_to_ame/post/DThoiFnjzPf,DThoiFnjzPf
660,https://www.threads.net/@asa_to_ame/post/DThlF59AYVG,DThlF59AYVG
661,https://www.threads.net/@asa_to_ame/post/DThlH_Sgau7,DThlH_Sgau7
662,https://www.threads.net/@asa_to_ame/post/DThhoimAaxX,DThhoimAaxX
663,https://www.threads.net/@asa_to_ame/post/DThhqZZAUQe,DThhqZZAUQe
664,https://www.threads.net/@asa_to_ame/post/DTheQPCEo3j,DTheQPCEo3j
665,https://www.threads.net/@asa_to_ame/post/DTheQ6hki8X,DTheQ6hki8X
666,https://www.threads.net/@asa_to_ame/post/DThcjfuEwb0,DThcjfuEwb0
667,https://www.threads.net/@asa_to_ame/post/DThaTyogaSC,DThaTyogaSC
668,https://www.threads.net/@asa_to_ame/post/DThaUmogXMH,DThaUmogXMH
669,https://www.threads.net/@asa_to_ame/post/DTg7evEE4oZ,DTg7evEE4oZ
670,https://www.threads.net/@asa_to_ame/post/DTgc-08k4kp,DTgc-08k4kp
671,https://www.threads.net/@asa_to_ame/post/DTfYZwEAgLb,DTfYZwEAgLb
672,https://www.threads.net/@asa_to_ame/post/DTfYbhNgthv,DTfYbhNgthv
673,https://www.threads.net/@asa_to_ame/post/DTfSUFEE8Kg,DTfSUFEE8Kg
674,https://www.threads.net/@asa_to_ame/post/DTfSaC6k-sR,DTfSaC6k-sR
675,https://www.threads.net/@asa_to_ame/post/DTfRjXlAXi5,DTfRjXlAXi5
676,https://www.threads.net/@asa_to_ame/post/DTfRlfsgVH-,DTfRlfsgVH-
677,https://www.threads.net/@asa_to_ame/post/DTfMm0PEwiG,DTfMm0PEwiG
678,https://www.threads.net/@asa_to_ame/post/DTfL5Cjk19N,DTfL5Cjk19N
679,https://www.threads.net/@asa_to_ame/post/DTfL5aqEy2R,DTfL5aqEy2R
680,https://www.threads.net/@asa_to_ame/post/DTfKr4IAfkL,DTfKr4IAfkL
681,https://www.threads.net/@asa_to_ame/post/DTfKuCRgUJ8,DTfKuCRgUJ8
682,https://www.threads.net/@asa_to_ame/post/DTfI1nZk6ur,DTfI1nZk6ur
683,https://www.threads.net/@asa_to_ame/post/DTfI1mrE7Mt,DTfI1mrE7Mt
